movie_id,genre_id
8818,10402
36758,18
36040,12
36040,18
74239,99
74239,10402
9415,28
9415,18
9415,80
55146,18
55146,99
303693,80
303693,18
42424,28
42424,12
42424,10751
34314,28
34314,80
2892,18
9404,28
9404,12
9404,80
9404,18
85242,18
85242,28
9622,28
8860,28
8860,12
8860,80
66597,18
14832,18
9619,28
9619,12
31000,28
4104,18
26306,18
203829,99
43775,18
14908,28
784,10402
784,18
12489,80
12489,18
168283,99
16448,10402
55936,18
28059,18
17949,28
1968,18
61563,28
61563,18
66,80
66,18
20735,10751
25796,18
638,18
25624,18
9366,80
9366,18
90928,99
50091,18
18420,80
18420,18
9446,10751
28005,18
9403,18
27322,18
10003,28
10003,12
9311,28
9311,80
9311,18
11844,18
884,18
49806,18
88423,18
16052,18
4477,80
4477,18
24662,16
24662,10751
24662,10402
18423,28
6499,28
6499,12
6499,10751
6499,14
50512,18
9405,28
12723,18
9360,12
9434,28
118991,80
118991,18
21626,18
13982,80
93946,18
77223,18
31465,18
31465,80
12793,18
102878,18
105763,18
47694,18
10357,28
10357,18
9977,18
816,80
2163,18
2163,28
124680,18
16399,18
124843,18
31017,28
31017,80
31017,18
24645,18
49478,14
49478,10751
49478,28
12499,10751
18,12
18,14
18,28
1811,18
109614,18
105045,18
53023,18
64802,18
11239,10402
11239,18
50850,12
50850,10751
15321,18
9450,18
330,12
330,28
38523,18
33660,18
33660,10751
59232,18
45671,18
45671,14
15170,12
15170,10751
1701,28
1701,80
26422,18
124642,18
1639,28
1639,12
49235,80
49235,18
415,28
415,80
415,14
65889,18
11970,16
11970,10751
11970,14
11970,12
34941,18
407992,18
17991,18
266,18
754,28
754,80
37567,18
43771,18
124834,18
111367,18
607,28
607,12
38225,10751
17834,12
17834,10751
17834,14
686,18
4421,28
4421,18
9387,12
9387,14
9387,28
10603,12
10603,10751
2142,28
2142,80
2142,18
10336,28
10336,12
10336,14
20737,10751
20737,18
14585,18
18519,12
49462,18
8834,28
8834,18
9458,28
9458,18
8854,28
8854,12
38295,18
22073,80
22073,18
37244,12
37244,18
37244,10751
4961,14
9416,28
9416,12
26180,28
17832,12
17832,14
17832,28
9772,28
6072,18
1669,28
1669,12
468,18
108401,18
9433,28
9433,12
9433,18
6623,28
2118,80
2118,18
978,12
978,18
9437,18
9437,80
29461,18
56651,80
56651,18
66588,18
2649,18
14289,28
14289,12
14289,80
75250,18
18355,28
18355,80
55306,18
68924,18
2255,18
172545,18
17589,18
1813,18
36797,10751
12628,18
12628,28
12628,80
33344,18
25099,99
45019,18
63437,10402
63437,18
62422,99
62422,10402
29911,14
29911,18
29911,10751
1959,18
251481,99
8067,14
8067,18
125052,80
125052,18
45153,18
10871,28
10871,12
14398,28
14398,18
10890,28
99002,18
9770,28
9770,18
12616,18
34838,18
34838,10402
14905,18
14583,80
14583,18
11975,18
11975,80
4995,18
9281,80
9281,18
45928,80
563,12
563,28
61337,18
19931,18
10215,18
10215,14
9823,28
9823,14
37165,18
45609,18
38904,18
45565,18
45565,10751
9407,80
9407,18
4824,28
4824,12
4824,80
9444,16
9444,10751
9414,80
9414,28
8078,28
11831,18
2895,18
39177,18
19601,18
124606,18
22797,18
2639,18
9574,10751
489,18
9714,10751
102406,18
170430,18
8197,80
8197,18
6283,10751
64562,18
10217,18
597,18
714,12
714,28
52537,18
12799,18
62394,18
9922,18
9922,12
547,18
25994,18
184,80
9746,18
9438,10751
115,80
26941,18
27103,18
9410,18
32302,28
32302,10751
216794,18
216794,28
88863,18
88863,80
41417,28
41417,12
586,18
46338,18
54007,28
54007,12
54007,10751
9490,80
9411,14
9411,80
9411,18
25719,80
9033,14
11220,18
11220,28
21253,28
21253,18
6116,12
6116,14
6116,18
6116,10402
9457,12
9457,28
43911,18
43911,80
39424,18
44361,18
11702,28
11702,18
11702,80
2923,80
2923,18
12238,14
11568,10402
11568,28
11568,80
41577,28
41577,18
49645,99
47112,18
30949,18
30949,80
9558,80
83593,99
320011,18
320011,80
26269,18
26269,80
11808,80
11808,28
6970,10402
6970,14
6970,12
47452,18
18205,18
36943,12
21736,12
21736,99
17941,18
10668,28
10668,80
10668,18
9313,28
9313,12
9313,18
42807,80
42807,28
42807,18
36568,10751
37272,18
5910,80
5910,18
9440,18
53092,18
32911,18
32911,10751
44308,18
124821,18
32456,18
93350,18
62695,99
32144,18
17127,18
40688,16
40688,10751
17133,18
17133,28
17133,80
19848,18
17644,10751
1774,99
30265,18
2157,12
2157,10751
70581,18
70581,28
70581,80
8838,28
8838,80
8838,18
29193,80
29193,18
795,18
795,14
16980,18
27472,12
47881,18
47881,10751
9469,18
81367,12
81367,10751
267,18
16148,80
21252,18
9449,12
9449,14
9449,28
9449,10751
6264,12
6264,14
188870,18
215373,18
31220,18
31220,10751
13907,99
13907,10402
29825,18
10622,80
10622,28
30020,18
17139,18
10216,28
76330,10402
76330,99
9448,28
9448,12
38618,28
38618,12
18316,28
18316,12
78373,18
78373,10751
77514,18
49474,18
4415,80
4415,18
39467,18
55561,18
8656,28
8656,18
35161,18
35796,18
18937,14
18937,16
18937,18
18937,10751
929,28
9452,18
1878,12
1878,18
9844,18
40505,28
14342,28
14342,12
9715,18
26610,80
26610,18
20064,18
1965,80
1965,18
312,18
6068,28
6068,12
15037,18
50043,18
37636,18
17044,18
60951,18
60951,12
21334,18
21334,10751
32284,18
51955,28
37410,18
47481,18
10674,16
10674,10751
10674,12
136134,80
136134,18
12655,28
12655,80
3050,10751
3050,14
1389,80
11020,18
20862,18
108548,18
9464,80
9464,18
95,28
95,12
944,28
944,12
944,80
35680,18
35680,10751
11551,12
11551,14
11551,28
473,18
102304,18
28966,28
28966,18
65203,18
65203,10402
143,18
42861,18
33680,18
56164,18
12311,12
12311,18
43277,18
43277,10402
43278,18
43266,18
27367,18
17661,18
17661,10402
28580,18
887,18
33667,18
23383,18
25430,18
27191,28
27191,18
11426,18
654,80
654,18
15919,18
1725,80
1725,18
1725,10402
5769,12
874,18
10633,80
10633,18
17917,18
17917,10751
17917,10402
3116,18
1051,28
1051,80
1366,18
12102,18
16619,18
9443,18
11050,18
606,18
746,18
380,18
403,18
11485,80
13820,80
15389,18
13597,12
13597,10751
13597,14
2108,18
11186,18
11187,28
9552,18
11586,14
941,12
941,28
941,80
942,28
942,12
942,80
943,12
943,28
943,80
927,14
928,14
9340,12
9340,10751
9342,28
9342,12
38509,18
60033,80
60033,18
19,18
165,12
165,10751
196,12
196,10751
551,28
551,12
16084,14
16084,10751
17984,10751
22328,10751
32611,14
32611,10751
3170,16
3170,18
3170,10751
346,28
346,18
859,18
841,28
841,12
11051,18
242,80
242,18
1411,18
9769,18
9835,80
857,18
44322,18
22777,10751
20173,10751
10957,16
9570,12
9570,10751
9570,28
16249,14
16249,10751
13962,10751
14612,10751
19378,10751
65157,18
65157,10751
29228,10751
19379,28
19379,12
11164,28
11164,18
11164,10751
18887,12
18887,14
18887,10751
40866,14
40866,10751
24736,18
24736,12
10122,10751
10122,12
24816,14
24816,10751
9994,16
9994,10751
25445,18
25445,10751
25445,10402
12129,14
12129,10751
12129,12
14140,10751
14140,28
14140,12
10439,10751
10439,14
11158,12
11158,10751
9354,12
9354,10751
28736,28
28736,10751
34774,28
34774,12
34774,18
34774,10751
37969,12
37969,10751
9631,28
9631,12
9631,80
9631,18
9820,18
9820,10751
36606,99
96196,18
98505,18
1779,99
10849,14
678,18
907,18
5961,14
5961,18
47908,18
42121,18
42121,10402
2887,18
20348,18
26648,18
11911,18
793,80
793,18
35144,12
9325,10751
9325,16
9325,12
43037,28
43037,12
43037,18
43037,10751
10340,10751
10340,16
10144,16
10144,10751
10414,10751
10437,10751
10437,14
10437,18
15300,18
15300,10402
15300,10751
12230,12
12230,16
12230,10751
13380,10751
13380,14
10693,16
10693,10402
10693,10751
10693,12
10693,14
11335,28
11335,12
11335,10751
11335,10402
11135,12
11135,16
11135,80
11135,10751
11135,14
11319,14
11319,10751
11319,16
11319,12
14822,12
14822,14
14822,10751
15969,10751
15969,12
15969,16
13155,12
13155,10751
13155,14
10249,28
10249,12
10249,10751
15943,10751
10882,14
10882,16
10882,10751
24808,14
19762,10751
13850,10751
13850,10402
2619,14
65158,18
65158,10751
53565,16
41841,12
27332,18
97,28
97,12
10419,10402
10419,18
2107,18
2107,14
13697,18
19158,18
227,80
227,18
87,12
87,28
123,14
123,18
123,16
123,12
9314,18
9980,28
9980,18
10657,18
10823,18
10823,14
11497,18
11497,16
11497,10751
11497,14
2907,14
9454,18
8688,80
118452,18
16155,80
48894,99
23954,80
23954,18
12761,10402
12761,18
396,18
14367,80
14367,12
11814,14
16081,12
16081,14
16081,10751
16081,10402
18331,10751
15171,16
15171,18
15171,10751
11837,12
11837,16
11837,18
11704,14
11704,16
11704,18
11704,10751
11639,14
4978,18
4978,10751
4978,16
4978,12
10380,12
10380,16
10380,10751
11976,12
11976,14
11557,18
13853,12
13853,18
37530,14
8393,28
11937,28
21661,10751
33644,18
14662,18
115872,18
39930,80
10692,80
10692,18
805,18
34584,18
34584,10751
34584,14
34584,12
34636,18
34636,10751
34636,14
34636,12
77469,18
10278,18
36647,28
17915,18
17915,10402
9417,28
9417,12
41469,18
34637,12
34637,28
34637,18
34637,14
4011,14
161795,18
1580,80
1580,18
5854,80
573,80
573,18
2370,28
2370,18
506,80
506,18
22527,80
22527,18
574,12
574,80
574,18
30159,80
30159,18
845,80
845,18
3682,10402
3682,18
51942,18
51942,16
46702,18
54795,18
46748,18
847,12
847,18
847,28
117,80
117,18
37498,28
37498,12
38621,18
59138,99
28047,18
28047,80
4175,18
31667,18
31667,80
13321,18
21734,80
21734,18
31995,12
31995,80
2762,18
2762,80
8208,18
15007,80
36049,18
52748,18
75793,10402
47695,18
20213,18
543,18
543,80
143750,18
52782,18
36055,18
36056,18
2760,80
2760,18
64398,18
10220,18
10220,80
31641,18
69848,28
69848,18
22796,18
22796,10751
22256,18
37550,18
37916,18
21873,18
21873,10751
21500,18
84116,18
12626,18
3525,18
2321,80
2028,18
16384,28
91217,18
10699,18
11597,14
218624,18
44772,18
44772,10402
41090,80
41090,18
18282,18
18282,10751
18169,18
11082,14
5971,80
5971,18
11933,12
20096,14
881,18
4478,18
22318,18
53113,18
2109,28
2109,80
122289,18
24746,28
24746,12
72987,18
193103,18
8195,28
8195,80
8195,12
26618,80
26618,18
21132,18
21132,80
24016,12
24016,18
14785,18
14794,18
10403,18
11337,18
162,14
162,18
73351,18
8916,12
8916,16
8916,10751
12159,18
12159,14
10377,18
3121,18
3121,10402
4975,18
37532,18
9713,18
85837,18
85837,28
85837,80
1039,18
9821,18
1890,18
1955,18
39437,18
6435,18
6435,14
10683,18
63709,18
9445,18
2657,14
2657,18
9425,28
32326,99
637,18
20701,14
9945,28
9945,18
9945,14
73,18
18603,99
46889,18
12888,80
12888,18
3033,18
9882,18
9882,28
9882,80
4518,18
1808,18
1808,10402
17037,10751
297,14
297,18
5332,18
21589,18
21589,10402
11893,28
123056,18
123056,10751
32081,18
32081,28
32081,80
14924,18
14924,10402
10002,18
10002,80
41817,14
19426,18
